event_id,date,year,quarter,month,company_name,industry,region,country,company_size,total_workforce_before,headcount_cut,workforce_after,pct_workforce_cut,role_category,seniority_level,ai_exposure_score,stated_reason,ai_cited_as_reason,revenue_growth_yoy_pct,ai_capex_change_yoy_pct,stock_price_change_30d_pct,shifted_staff_to_ai_roles,source_type
LAYOFF-00356,03/07/2024,2024,Q3,July,CobaltCorp,Retail/E-commerce,North America,United States,"Mid-Market (1,000-10,000)",91451,7276,84175,7.96,IT/Infrastructure,Mid-Level (3-7 yrs),19,Cost-Cutting,No,14.1,17.7,-5.2,No,News Report
LAYOFF-00357,03/07/2024,2024,Q3,July,FalconTechnologies,Retail/E-commerce,North America,Canada,"Enterprise (10,000+)",105,17,88,16.47,Data Entry/Back Office,Executive/Leadership,66,AI/Automation,Yes,12.6,80.1,10.8,No,Earnings Call Transcript
LAYOFF-00358,05/07/2024,2024,Q3,July,OrbiHoldings,Technology/Software,North America,Canada,Startup (<200),72032,763,71269,1.06,Product Management,Executive/Leadership,12,Cost-Cutting,No,7.8,-11.3,-0.8,No,Press Release
LAYOFF-00359,06/07/2024,2024,Q3,July,CorGlobal,Transportation/Logistics,North America,United States,"Enterprise (10,000+)",4171,197,3974,4.74,Content/Creative,Mid-Level (3-7 yrs),58,Cost-Cutting,No,-9.4,11.1,-0.1,No,CEO Memo
LAYOFF-00360,06/07/2024,2024,Q3,July,LumIndustries,Technology/Software,North America,Canada,"Mid-Market (1,000-10,000)",8473,1094,7379,12.92,Finance/Accounting,Entry-Level (0-2 yrs),65,AI/Automation,Yes,28.3,28.8,7.4,No,News Report
LAYOFF-00361,07/07/2024,2024,Q3,July,GraniteGlobal,Healthcare,North America,United States,"Mid-Market (1,000-10,000)",623,21,602,3.39,Manufacturing/Production,Senior (8-15 yrs),18,AI/Automation,Yes,6.9,33,0.7,No,News Report
LAYOFF-00362,08/07/2024,2024,Q3,July,ZenIndustries,Technology/Software,Asia Pacific,China,"Enterprise (10,000+)",111298,10800,100498,9.7,Customer Support,Senior (8-15 yrs),80,Overhiring Correction,No,30,34.7,4.8,No,Press Release
LAYOFF-00363,08/07/2024,2024,Q3,July,NexHoldings,Transportation/Logistics,Asia Pacific,India,"Mid-Market (1,000-10,000)",179458,27938,151520,15.57,HR/People Ops,Mid-Level (3-7 yrs),61,Merger/Acquisition,No,11.3,15.4,-4.7,No,Earnings Call Transcript
LAYOFF-00364,08/07/2024,2024,Q3,July,DeltaNetworks,Media/Content,North America,United States,"Enterprise (10,000+)",6383,38,6345,0.61,Content/Creative,Entry-Level (0-2 yrs),64,Restructuring/Reorg,No,18.6,24,2.2,No,Press Release
LAYOFF-00365,08/07/2024,2024,Q3,July,MeridianSystems,Telecom,Asia Pacific,China,"Mid-Market (1,000-10,000)",295,14,281,4.8,Operations,Mid-Level (3-7 yrs),32,AI/Automation,Yes,29.3,18,-1.2,Yes,Press Release
LAYOFF-00366,09/07/2024,2024,Q3,July,VectNetworks,Finance/Banking,North America,Canada,"Mid-Market (1,000-10,000)",945,42,903,4.45,Product Management,Mid-Level (3-7 yrs),38,AI/Automation,Yes,-3.5,22.9,-1.7,No,Earnings Call Transcript
LAYOFF-00367,10/07/2024,2024,Q3,July,VectGroup,Consumer Internet,Asia Pacific,China,"Enterprise (10,000+)",7754,311,7443,4.02,Product Management,Entry-Level (0-2 yrs),61,Cost-Cutting,No,-9.4,23.6,-5.1,No,CEO Memo
LAYOFF-00368,14/07/2024,2024,Q3,July,DeltaWorks,Telecom,North America,Mexico,"SMB (200-1,000)",2714,407,2307,15.02,Data Entry/Back Office,Mid-Level (3-7 yrs),98,Restructuring/Reorg,No,12.7,-20,-7.1,No,Press Release
LAYOFF-00369,17/07/2024,2024,Q3,July,OrbiLabs,Energy,Europe,Ireland,Startup (<200),19442,1107,18335,5.7,Finance/Accounting,Entry-Level (0-2 yrs),90,AI/Automation,Yes,-2.2,30.4,-4.6,No,Press Release
LAYOFF-00370,18/07/2024,2024,Q3,July,IonixNetworks,Consumer Internet,North America,Canada,"Mid-Market (1,000-10,000)",100,22,78,22.93,Operations,Entry-Level (0-2 yrs),58,AI/Automation,Yes,13.9,9.1,13.9,No,News Report
LAYOFF-00371,21/07/2024,2024,Q3,July,DeltaLabs,Consumer Internet,Asia Pacific,Japan,"Enterprise (10,000+)",908,67,841,7.45,Content/Creative,Mid-Level (3-7 yrs),53,AI/Automation,Yes,19.1,13.3,6.6,Yes,News Report
LAYOFF-00372,22/07/2024,2024,Q3,July,VectNetworks,Finance/Banking,North America,Canada,"Mid-Market (1,000-10,000)",945,71,874,7.58,HR/People Ops,Mid-Level (3-7 yrs),33,Overhiring Correction,No,11.5,-20,8.8,No,Press Release
LAYOFF-00373,23/07/2024,2024,Q3,July,KestrelPartners,Consumer Internet,North America,United States,"Enterprise (10,000+)",7751,1091,6660,14.08,IT/Infrastructure,Senior (8-15 yrs),60,Restructuring/Reorg,No,-15.9,11.2,11.2,No,Earnings Call Transcript
LAYOFF-00374,23/07/2024,2024,Q3,July,VorGlobal,Pharma/Chemicals,Europe,Germany,"Mid-Market (1,000-10,000)",195139,7280,187859,3.73,Product Management,Entry-Level (0-2 yrs),39,Market/Economic Conditions,No,4.8,-20,-12.5,No,CEO Memo
LAYOFF-00375,27/07/2024,2024,Q3,July,AstraGroup,Technology/Software,Europe,Netherlands,"SMB (200-1,000)",75564,1519,74045,2.01,Finance/Accounting,Mid-Level (3-7 yrs),74,Restructuring/Reorg,No,10.8,-2,-4.6,No,Press Release
LAYOFF-00376,27/07/2024,2024,Q3,July,HelioHoldings,Technology/Software,North America,United States,"Enterprise (10,000+)",108365,1121,107244,1.04,Content/Creative,Mid-Level (3-7 yrs),62,AI/Automation,Yes,-0.7,18,10.7,No,Press Release
LAYOFF-00377,01/08/2024,2024,Q3,August,HarborNetworks,Consumer Internet,Latin America,Chile,"Mid-Market (1,000-10,000)",206780,4449,202331,2.15,Manufacturing/Production,Entry-Level (0-2 yrs),58,AI/Automation,Yes,15.2,22.5,-3.5,Yes,Press Release
LAYOFF-00378,01/08/2024,2024,Q3,August,GraniteLabs,Technology/Software,North America,Canada,"Enterprise (10,000+)",977,42,935,4.36,Legal,Entry-Level (0-2 yrs),56,Overhiring Correction,No,-46.9,1.1,-9.2,No,CEO Memo
LAYOFF-00379,01/08/2024,2024,Q3,August,HarborTechnologies,Consulting/Professional Services,Europe,Germany,"SMB (200-1,000)",530,19,511,3.63,Data Entry/Back Office,Entry-Level (0-2 yrs),99,AI/Automation,Yes,22.1,16.5,-8.6,Yes,SEC Filing
LAYOFF-00380,01/08/2024,2024,Q3,August,SilverNetworks,Manufacturing,North America,Canada,"SMB (200-1,000)",2974,219,2755,7.39,Customer Support,Senior (8-15 yrs),89,Cost-Cutting,No,12,7.5,0.2,No,News Report
LAYOFF-00381,01/08/2024,2024,Q3,August,CobaltIndustries,Manufacturing,North America,Canada,"SMB (200-1,000)",115954,2689,113265,2.32,Customer Support,Mid-Level (3-7 yrs),71,Restructuring/Reorg,No,9,-18.3,7.7,No,Press Release
LAYOFF-00382,02/08/2024,2024,Q3,August,NexTechnologies,Healthcare,Europe,Netherlands,"Enterprise (10,000+)",3569,89,3480,2.5,Legal,Mid-Level (3-7 yrs),45,AI/Automation,Yes,7.7,29.7,-4.6,No,Press Release
LAYOFF-00383,02/08/2024,2024,Q3,August,CobaltSolutions,Consumer Internet,Europe,Netherlands,"Enterprise (10,000+)",345,5,340,1.01,Finance/Accounting,Entry-Level (0-2 yrs),56,Market/Economic Conditions,No,15.6,9.2,0.9,No,News Report
LAYOFF-00384,03/08/2024,2024,Q3,August,IonixNetworks,Consumer Internet,North America,Canada,"Mid-Market (1,000-10,000)",100,8,92,8.61,Product Management,Mid-Level (3-7 yrs),19,Merger/Acquisition,No,-2.9,10.1,-7.1,No,WARN Notice
LAYOFF-00385,04/08/2024,2024,Q3,August,CedarCorp,Healthcare,Asia Pacific,India,"Mid-Market (1,000-10,000)",180,8,172,4.48,Sales,Executive/Leadership,19,AI/Automation,Yes,28.2,34.9,-10.5,Yes,Earnings Call Transcript
LAYOFF-00386,07/08/2024,2024,Q3,August,JunoSolutions,Media/Content,Latin America,Argentina,"Mid-Market (1,000-10,000)",107423,930,106493,0.87,Legal,Mid-Level (3-7 yrs),52,Market/Economic Conditions,No,33,9.6,-19,No,Earnings Call Transcript
LAYOFF-00387,09/08/2024,2024,Q3,August,SilverLabs,Telecom,North America,Mexico,"Enterprise (10,000+)",130722,7337,123385,5.61,Product Management,Entry-Level (0-2 yrs),45,Market/Economic Conditions,No,-16.4,6.6,11.9,No,News Report
LAYOFF-00388,11/08/2024,2024,Q3,August,VorGlobal,Pharma/Chemicals,Europe,France,"Mid-Market (1,000-10,000)",195139,12744,182395,6.53,Product Management,Senior (8-15 yrs),12,Market/Economic Conditions,No,-1.9,0.7,-4.2,No,CEO Memo
LAYOFF-00389,12/08/2024,2024,Q3,August,JunoWorks,Media/Content,Asia Pacific,China,"Enterprise (10,000+)",3093,120,2973,3.89,Data Entry/Back Office,Senior (8-15 yrs),98,Market/Economic Conditions,No,-8.1,-1.5,-14.7,No,Press Release
LAYOFF-00390,13/08/2024,2024,Q3,August,BriTechnologies,Retail/E-commerce,Asia Pacific,Singapore,"Mid-Market (1,000-10,000)",561,37,524,6.67,IT/Infrastructure,Senior (8-15 yrs),25,Market/Economic Conditions,No,14.6,5.5,-16.7,No,News Report
LAYOFF-00391,15/08/2024,2024,Q3,August,MeridianPartners,Finance/Banking,Asia Pacific,Singapore,"Mid-Market (1,000-10,000)",417,10,407,2.46,Operations,Senior (8-15 yrs),47,Market/Economic Conditions,No,-4.5,8.6,5.2,No,News Report
LAYOFF-00392,16/08/2024,2024,Q3,August,BriPartners,Technology/Software,Latin America,Argentina,"Mid-Market (1,000-10,000)",145185,4866,140319,3.35,Marketing,Senior (8-15 yrs),79,AI/Automation,Yes,15.4,31.7,2.4,Yes,SEC Filing
LAYOFF-00393,16/08/2024,2024,Q3,August,LumIndustries,Technology/Software,North America,Canada,"Mid-Market (1,000-10,000)",8473,1488,6985,17.57,Sales,Entry-Level (0-2 yrs),67,Cost-Cutting,No,25.7,-6.7,-1.8,No,Press Release
LAYOFF-00394,17/08/2024,2024,Q3,August,QuantIndustries,Pharma/Chemicals,Asia Pacific,India,"Enterprise (10,000+)",120,8,112,6.81,Sales,Senior (8-15 yrs),46,Merger/Acquisition,No,23.2,36,2.6,No,WARN Notice
LAYOFF-00395,18/08/2024,2024,Q3,August,ZenDynamics,Technology/Software,Asia Pacific,Singapore,"Enterprise (10,000+)",311,36,275,11.59,Data Entry/Back Office,Mid-Level (3-7 yrs),94,AI/Automation,Yes,3.2,33.5,-2.1,No,CEO Memo
LAYOFF-00396,22/08/2024,2024,Q3,August,LumSystems,Healthcare,Asia Pacific,Australia,"Enterprise (10,000+)",19424,2119,17305,10.91,Marketing,Mid-Level (3-7 yrs),55,AI/Automation,Yes,27.1,46.6,1,No,News Report
LAYOFF-00397,23/08/2024,2024,Q3,August,SilverSystems,Consumer Internet,North America,United States,"Enterprise (10,000+)",1735,341,1394,19.71,Finance/Accounting,Mid-Level (3-7 yrs),62,AI/Automation,Yes,2.1,30.2,11.5,Yes,SEC Filing
LAYOFF-00398,24/08/2024,2024,Q3,August,VectLabs,Retail/E-commerce,North America,Mexico,"Enterprise (10,000+)",12966,899,12067,6.94,IT/Infrastructure,Entry-Level (0-2 yrs),47,Market/Economic Conditions,No,15.5,-4.4,-9,No,Press Release
LAYOFF-00399,24/08/2024,2024,Q3,August,VorIndustries,Finance/Banking,North America,Canada,"SMB (200-1,000)",786,71,715,9.05,Sales,Entry-Level (0-2 yrs),47,Market/Economic Conditions,No,26,11.6,8.2,No,Press Release
LAYOFF-00400,02/09/2024,2024,Q3,September,IonixSystems,Telecom,Asia Pacific,China,"SMB (200-1,000)",416,16,400,4.05,IT/Infrastructure,Executive/Leadership,42,Market/Economic Conditions,No,-1,-20,-15.4,No,Earnings Call Transcript
LAYOFF-00401,02/09/2024,2024,Q3,September,MeridianGroup,Consumer Internet,Asia Pacific,Australia,"Enterprise (10,000+)",29652,536,29116,1.81,Marketing,Entry-Level (0-2 yrs),85,Restructuring/Reorg,No,16.7,-3.2,10.6,No,Earnings Call Transcript
LAYOFF-00402,02/09/2024,2024,Q3,September,BriSystems,Finance/Banking,North America,United States,"SMB (200-1,000)",638,17,621,2.7,Customer Support,Mid-Level (3-7 yrs),98,AI/Automation,Yes,26.5,32.3,1.8,Yes,Earnings Call Transcript
LAYOFF-00403,04/09/2024,2024,Q3,September,BriTechnologies,Retail/E-commerce,Asia Pacific,China,"Mid-Market (1,000-10,000)",561,13,548,2.36,Consulting/Advisory,Mid-Level (3-7 yrs),44,AI/Automation,Yes,7.9,48,0.1,Yes,News Report
LAYOFF-00404,04/09/2024,2024,Q3,September,NexTechnologies,Healthcare,Europe,Netherlands,"Enterprise (10,000+)",3569,371,3198,10.4,Legal,Senior (8-15 yrs),34,Market/Economic Conditions,No,-11.1,6.6,-6.4,No,SEC Filing
LAYOFF-00405,05/09/2024,2024,Q3,September,VorGlobal,Pharma/Chemicals,Europe,Netherlands,"Mid-Market (1,000-10,000)",195139,7820,187319,4.01,HR/People Ops,Entry-Level (0-2 yrs),63,Cost-Cutting,No,11.5,10,-1.2,No,Press Release
LAYOFF-00406,07/09/2024,2024,Q3,September,PaceCorp,Energy,Asia Pacific,Singapore,Startup (<200),3148,15,3133,0.5,Product Management,Senior (8-15 yrs),22,AI/Automation,Yes,32,68.2,9.8,No,News Report
LAYOFF-00407,07/09/2024,2024,Q3,September,HarborIndustries,Finance/Banking,North America,Mexico,"Mid-Market (1,000-10,000)",81044,6941,74103,8.56,Operations,Entry-Level (0-2 yrs),67,AI/Automation,Yes,11.1,34.6,-11.2,Yes,News Report
LAYOFF-00408,07/09/2024,2024,Q3,September,FalconGlobal,Retail/E-commerce,Asia Pacific,Singapore,"Mid-Market (1,000-10,000)",274,11,263,4.03,IT/Infrastructure,Executive/Leadership,17,Restructuring/Reorg,No,2.1,25.9,-15.1,No,News Report
LAYOFF-00409,08/09/2024,2024,Q3,September,DeltaGlobal,Technology/Software,North America,United States,"Enterprise (10,000+)",5280,555,4725,10.52,Software Engineering,Senior (8-15 yrs),52,Cost-Cutting,No,-1.3,21,4.7,No,Press Release
LAYOFF-00410,09/09/2024,2024,Q3,September,SilverGlobal,Healthcare,North America,Canada,Startup (<200),115506,7019,108487,6.08,Content/Creative,Mid-Level (3-7 yrs),54,Restructuring/Reorg,No,-10.7,3.1,1.7,No,Press Release
LAYOFF-00411,10/09/2024,2024,Q3,September,CorGlobal,Transportation/Logistics,North America,Mexico,"Enterprise (10,000+)",4171,559,3612,13.41,Consulting/Advisory,Mid-Level (3-7 yrs),34,Cost-Cutting,No,5.5,-0.4,-1.2,No,Press Release
LAYOFF-00412,14/09/2024,2024,Q3,September,CobaltPartners,Consumer Internet,North America,United States,"Mid-Market (1,000-10,000)",885,61,824,7,Product Management,Mid-Level (3-7 yrs),41,Market/Economic Conditions,No,23.9,10.3,-1.9,No,News Report
LAYOFF-00413,15/09/2024,2024,Q3,September,AstraCorp,Transportation/Logistics,North America,Canada,Startup (<200),134347,2592,131755,1.93,Content/Creative,Senior (8-15 yrs),56,Restructuring/Reorg,No,34.3,-12.6,-3.3,Yes,News Report
LAYOFF-00414,16/09/2024,2024,Q3,September,NovaSolutions,Finance/Banking,North America,Mexico,"Mid-Market (1,000-10,000)",8782,976,7806,11.12,Legal,Entry-Level (0-2 yrs),50,Restructuring/Reorg,No,13.2,16.8,1.3,No,News Report
LAYOFF-00415,18/09/2024,2024,Q3,September,HelioIndustries,Technology/Software,North America,Mexico,"Mid-Market (1,000-10,000)",98,11,87,11.56,Consulting/Advisory,Mid-Level (3-7 yrs),44,Market/Economic Conditions,No,-4.5,64.4,-9.9,No,SEC Filing
LAYOFF-00416,19/09/2024,2024,Q3,September,CedarTechnologies,Retail/E-commerce,North America,Canada,"Enterprise (10,000+)",102,5,97,2.7,Operations,Executive/Leadership,43,Restructuring/Reorg,No,-8.9,-13.3,-17,No,Earnings Call Transcript
LAYOFF-00417,20/09/2024,2024,Q3,September,AstraDynamics,Retail/E-commerce,Europe,Germany,"Mid-Market (1,000-10,000)",156312,10409,145903,6.66,Legal,Senior (8-15 yrs),42,Market/Economic Conditions,No,30.2,5.1,2.6,No,SEC Filing
LAYOFF-00418,20/09/2024,2024,Q3,September,BriPartners,Technology/Software,Latin America,Brazil,"Mid-Market (1,000-10,000)",145185,16185,129000,11.15,Finance/Accounting,Mid-Level (3-7 yrs),64,Market/Economic Conditions,No,-17.8,-20,-2.6,No,News Report
LAYOFF-00419,21/09/2024,2024,Q3,September,GraniteGroup,Energy,North America,United States,"SMB (200-1,000)",245,18,227,7.54,Software Engineering,Senior (8-15 yrs),51,Market/Economic Conditions,No,-1.6,4.3,-0.5,No,WARN Notice
LAYOFF-00420,21/09/2024,2024,Q3,September,GraniteTechnologies,Technology/Software,Latin America,Argentina,"SMB (200-1,000)",99,5,94,0.59,Sales,Senior (8-15 yrs),49,AI/Automation,Yes,32.1,76.2,3.4,No,News Report
LAYOFF-00421,21/09/2024,2024,Q3,September,QuantLabs,Retail/E-commerce,North America,Canada,"Mid-Market (1,000-10,000)",20698,974,19724,4.71,Consulting/Advisory,Senior (8-15 yrs),27,AI/Automation,Yes,33.4,34.8,-0.4,No,News Report
LAYOFF-00422,23/09/2024,2024,Q3,September,IonixPartners,Finance/Banking,Europe,France,"Mid-Market (1,000-10,000)",3846,806,3040,20.96,Data Entry/Back Office,Entry-Level (0-2 yrs),99,AI/Automation,Yes,31.6,36.7,-3.5,No,News Report
LAYOFF-00423,23/09/2024,2024,Q3,September,CedarGroup,Energy,North America,United States,"Enterprise (10,000+)",992,34,958,3.46,Sales,Senior (8-15 yrs),37,Merger/Acquisition,No,-21.5,12.4,-0.1,No,News Report
LAYOFF-00424,23/09/2024,2024,Q3,September,HelioSolutions,Energy,North America,Canada,Startup (<200),547,89,458,16.37,Legal,Entry-Level (0-2 yrs),58,Cost-Cutting,No,-19.2,32.2,-7.6,No,News Report
LAYOFF-00425,27/09/2024,2024,Q3,September,PaceDynamics,Finance/Banking,Europe,France,"Mid-Market (1,000-10,000)",2650,113,2537,4.3,Legal,Executive/Leadership,5,Market/Economic Conditions,No,-8.9,9.3,13.4,No,News Report
LAYOFF-00426,01/10/2024,2024,Q4,October,OnyxHoldings,Pharma/Chemicals,North America,Canada,"Mid-Market (1,000-10,000)",113495,759,112736,0.67,Software Engineering,Mid-Level (3-7 yrs),56,Restructuring/Reorg,No,-6.6,24,8.4,No,Press Release
LAYOFF-00427,02/10/2024,2024,Q4,October,DeltaGroup,Media/Content,North America,Mexico,"Enterprise (10,000+)",774,35,739,4.58,Manufacturing/Production,Senior (8-15 yrs),55,Market/Economic Conditions,No,-3.3,-4.7,13,No,News Report
LAYOFF-00428,06/10/2024,2024,Q4,October,CobaltCorp,Retail/E-commerce,North America,United States,"Mid-Market (1,000-10,000)",91451,5739,85712,6.28,Sales,Entry-Level (0-2 yrs),49,AI/Automation,Yes,16.2,8,-8.1,Yes,Earnings Call Transcript
LAYOFF-00429,08/10/2024,2024,Q4,October,ZenSystems,Telecom,Latin America,Brazil,"Mid-Market (1,000-10,000)",676,129,547,19.17,Data Entry/Back Office,Entry-Level (0-2 yrs),80,Other,No,-3,2.1,0.9,No,CEO Memo
LAYOFF-00430,08/10/2024,2024,Q4,October,KestrelWorks,Consulting/Professional Services,Latin America,Chile,"SMB (200-1,000)",637,38,599,6.1,Manufacturing/Production,Senior (8-15 yrs),51,AI/Automation,Yes,34.6,55.7,7.5,No,News Report
LAYOFF-00431,09/10/2024,2024,Q4,October,OrbiSolutions,Media/Content,North America,Canada,Startup (<200),274,17,257,6.53,Sales,Senior (8-15 yrs),7,AI/Automation,Yes,18.7,27.7,-7,Yes,News Report
LAYOFF-00432,09/10/2024,2024,Q4,October,KestrelGroup,Retail/E-commerce,North America,United States,"Enterprise (10,000+)",23943,2545,21398,10.63,Customer Support,Mid-Level (3-7 yrs),68,AI/Automation,Yes,28.5,-15.7,11.5,No,News Report
LAYOFF-00433,09/10/2024,2024,Q4,October,HelioHoldings,Technology/Software,North America,Mexico,"Enterprise (10,000+)",108365,4321,104044,3.99,Finance/Accounting,Senior (8-15 yrs),58,AI/Automation,Yes,22.2,10.3,2,No,WARN Notice
LAYOFF-00434,10/10/2024,2024,Q4,October,VectSystems,Technology/Software,Europe,Ireland,"Mid-Market (1,000-10,000)",484,30,454,6.29,Customer Support,Entry-Level (0-2 yrs),80,AI/Automation,Yes,-17.6,31.3,-9.4,No,SEC Filing
LAYOFF-00435,11/10/2024,2024,Q4,October,AstraSystems,Retail/E-commerce,North America,Canada,"Mid-Market (1,000-10,000)",180628,31528,149100,17.45,Customer Support,Mid-Level (3-7 yrs),82,AI/Automation,Yes,10.6,9.5,2.7,No,Press Release
LAYOFF-00436,12/10/2024,2024,Q4,October,JunoLabs,Transportation/Logistics,Asia Pacific,Australia,"Enterprise (10,000+)",182844,13850,168994,7.58,Legal,Entry-Level (0-2 yrs),27,Merger/Acquisition,No,10.8,22.5,-8.1,No,SEC Filing
LAYOFF-00437,12/10/2024,2024,Q4,October,OrbiLabs,Energy,Europe,Netherlands,Startup (<200),19442,891,18551,4.59,Marketing,Entry-Level (0-2 yrs),94,AI/Automation,Yes,7.8,39.8,1.4,No,News Report
LAYOFF-00438,12/10/2024,2024,Q4,October,SilverPartners,Healthcare,Asia Pacific,China,"SMB (200-1,000)",2493,12,2481,0.5,Legal,Mid-Level (3-7 yrs),31,Cost-Cutting,No,-10,3.1,11.1,No,News Report
LAYOFF-00439,13/10/2024,2024,Q4,October,VectDynamics,Finance/Banking,North America,Mexico,"SMB (200-1,000)",33944,1110,32834,3.27,Legal,Mid-Level (3-7 yrs),29,Cost-Cutting,No,-1.7,-5,-12,No,CEO Memo
LAYOFF-00440,13/10/2024,2024,Q4,October,PaceSystems,Finance/Banking,Europe,France,"SMB (200-1,000)",255,14,241,5.64,Product Management,Senior (8-15 yrs),38,Overhiring Correction,No,-30,-20,-7.9,No,CEO Memo
LAYOFF-00441,18/10/2024,2024,Q4,October,NovaSolutions,Finance/Banking,North America,United States,"Mid-Market (1,000-10,000)",8782,1456,7326,16.58,IT/Infrastructure,Executive/Leadership,39,Cost-Cutting,No,-2.6,18.6,6.1,No,Earnings Call Transcript
LAYOFF-00442,19/10/2024,2024,Q4,October,NovaHoldings,Energy,North America,Canada,"Mid-Market (1,000-10,000)",5847,217,5630,3.72,Customer Support,Mid-Level (3-7 yrs),83,Overhiring Correction,No,-21.9,-6.3,2.1,No,Earnings Call Transcript
LAYOFF-00443,19/10/2024,2024,Q4,October,MeridianCorp,Finance/Banking,Asia Pacific,Australia,"Enterprise (10,000+)",615,43,572,7.15,Finance/Accounting,Senior (8-15 yrs),92,AI/Automation,Yes,11.5,36.8,-0.5,No,SEC Filing
LAYOFF-00444,20/10/2024,2024,Q4,October,OrbiWorks,Consumer Internet,North America,Mexico,"Enterprise (10,000+)",953,85,868,8.96,Customer Support,Entry-Level (0-2 yrs),99,Overhiring Correction,No,-15.6,6.5,-0.6,No,Earnings Call Transcript
LAYOFF-00445,21/10/2024,2024,Q4,October,DeltaPartners,Retail/E-commerce,North America,Canada,"SMB (200-1,000)",142794,15347,127447,10.75,Customer Support,Mid-Level (3-7 yrs),67,Market/Economic Conditions,No,11.4,-6.2,-3.7,Yes,Earnings Call Transcript
LAYOFF-00446,24/10/2024,2024,Q4,October,NovaTechnologies,Technology/Software,Europe,Ireland,"Mid-Market (1,000-10,000)",500,20,480,4.11,Manufacturing/Production,Mid-Level (3-7 yrs),27,Market/Economic Conditions,No,-1.5,-2.2,4.3,Yes,News Report
LAYOFF-00447,24/10/2024,2024,Q4,October,VectPartners,Technology/Software,Asia Pacific,Singapore,"Mid-Market (1,000-10,000)",5329,355,4974,6.67,Legal,Executive/Leadership,17,Overhiring Correction,No,8.6,38.3,8.5,No,News Report
LAYOFF-00448,24/10/2024,2024,Q4,October,KestrelPartners,Consumer Internet,North America,Mexico,"Enterprise (10,000+)",7751,165,7586,2.14,Operations,Mid-Level (3-7 yrs),53,Merger/Acquisition,No,4.1,17.8,2.2,No,WARN Notice
LAYOFF-00449,26/10/2024,2024,Q4,October,OnyxHoldings,Pharma/Chemicals,North America,Mexico,"Mid-Market (1,000-10,000)",113495,2282,111213,2.01,HR/People Ops,Executive/Leadership,40,Other,No,18.8,5.9,-13.2,No,Earnings Call Transcript
LAYOFF-00450,01/11/2024,2024,Q4,November,CorSystems,Consumer Internet,North America,Mexico,"SMB (200-1,000)",85718,3511,82207,4.1,Legal,Entry-Level (0-2 yrs),55,Cost-Cutting,No,8.1,18.7,-2.2,No,Press Release
LAYOFF-00451,02/11/2024,2024,Q4,November,DeltaGroup,Media/Content,North America,United States,"Enterprise (10,000+)",774,118,656,15.26,Data Entry/Back Office,Senior (8-15 yrs),86,AI/Automation,Yes,22.5,50.3,12.7,Yes,CEO Memo
LAYOFF-00452,02/11/2024,2024,Q4,November,CorTechnologies,Finance/Banking,North America,Mexico,"Mid-Market (1,000-10,000)",8489,746,7743,8.8,Legal,Mid-Level (3-7 yrs),41,AI/Automation,Yes,8.2,38.6,-2.5,Yes,WARN Notice
LAYOFF-00453,05/11/2024,2024,Q4,November,JunoSolutions,Media/Content,Latin America,Brazil,"Mid-Market (1,000-10,000)",107423,5834,101589,5.43,IT/Infrastructure,Executive/Leadership,25,Cost-Cutting,No,-9.4,12.5,4.3,No,News Report
LAYOFF-00454,05/11/2024,2024,Q4,November,MeridianSystems,Telecom,Asia Pacific,India,"Mid-Market (1,000-10,000)",295,60,235,20.57,Marketing,Senior (8-15 yrs),52,Merger/Acquisition,No,-11.9,32.5,3,No,News Report
LAYOFF-00455,05/11/2024,2024,Q4,November,AstraSystems,Retail/E-commerce,North America,United States,"Mid-Market (1,000-10,000)",180628,903,179725,0.5,Customer Support,Senior (8-15 yrs),69,Market/Economic Conditions,No,-8.3,30.5,-0.8,No,News Report
LAYOFF-00456,06/11/2024,2024,Q4,November,MeridianIndustries,Technology/Software,North America,Mexico,"Mid-Market (1,000-10,000)",508,41,467,8.15,Consulting/Advisory,Entry-Level (0-2 yrs),48,AI/Automation,Yes,6.4,38.5,-9.2,No,News Report
LAYOFF-00457,06/11/2024,2024,Q4,November,SilverSystems,Consumer Internet,North America,United States,"Enterprise (10,000+)",1735,63,1672,3.66,Finance/Accounting,Mid-Level (3-7 yrs),48,Market/Economic Conditions,No,-9.1,28.2,-12.9,No,CEO Memo
LAYOFF-00458,09/11/2024,2024,Q4,November,PaceDynamics,Finance/Banking,Europe,Ireland,"Mid-Market (1,000-10,000)",2650,44,2606,1.69,Legal,Entry-Level (0-2 yrs),51,Merger/Acquisition,No,2.5,19.1,-11.5,No,Earnings Call Transcript
LAYOFF-00459,09/11/2024,2024,Q4,November,CobaltGlobal,Consumer Internet,North America,Mexico,"Enterprise (10,000+)",128,16,112,12.68,Sales,Entry-Level (0-2 yrs),49,Market/Economic Conditions,No,2.3,-11.9,-0.2,No,Press Release
LAYOFF-00460,11/11/2024,2024,Q4,November,PaceGlobal,Technology/Software,Latin America,Argentina,"SMB (200-1,000)",30356,3563,26793,11.74,Marketing,Mid-Level (3-7 yrs),59,AI/Automation,Yes,-8.3,51.2,-10,Yes,SEC Filing
LAYOFF-00461,12/11/2024,2024,Q4,November,JunoSolutions,Media/Content,Latin America,Argentina,"Mid-Market (1,000-10,000)",107423,2312,105111,2.15,Content/Creative,Entry-Level (0-2 yrs),72,AI/Automation,Yes,0.3,47.9,8.1,Yes,Earnings Call Transcript
